factor,freq,factor_group_label,factor_package,factor_packages,name_cn,meaning_cn,formula_cn,description,used_in_run,factor_group_key
bridge_15min_ret3_std,30min,Price-Volume / Non-Fundamental Packages,bridge,bridge,跨频桥接·15min→目标频率·ret3std,来源频率聚合后的中短收益波动强度。,基于 15min→目标频率 的聚合列计算 ret3_std 特征（见桥接定义）。,15min->30min ret3 std,True,price_volume
bridge_15min_trend_carry,30min,Price-Volume / Non-Fundamental Packages,bridge,bridge,跨频桥接·15min→目标频率·趋势延续,来源频率聚合后的趋势延续度，衡量趋势是否延续。,基于 15min→目标频率 的聚合列计算 trend_carry 特征（见桥接定义）。,15min->30min trend carry,True,price_volume
bridge_15min_vol_comp,30min,Price-Volume / Non-Fundamental Packages,bridge,bridge,跨频桥接·15min→目标频率·成交量comp,来源频率聚合后的波动压缩，刻画波动收敛状态。,基于 15min→目标频率 的聚合列计算 vol_comp 特征（见桥接定义）。,15min->30min volatility compression,True,price_volume
bridge_5min_close_dev,30min,Price-Volume / Non-Fundamental Packages,bridge,bridge,跨频桥接·5min→目标频率·收盘dev,来源频率聚合后的收盘偏离，衡量偏离均值程度。,基于 5min→目标频率 的聚合列计算 close_dev 特征（见桥接定义）。,5min->30min close deviation,True,price_volume
bridge_5min_close_disp,30min,Price-Volume / Non-Fundamental Packages,bridge,bridge,跨频桥接·5min→目标频率·收盘离散度,来源频率聚合后的收盘离散度，衡量收盘分布分散程度。,基于 5min→目标频率 的聚合列计算 close_disp 特征（见桥接定义）。,5min->30min close dispersion,True,price_volume
bridge_5min_crowd_unwind,30min,Price-Volume / Non-Fundamental Packages,bridge,bridge,跨频桥接·5min→目标频率·crowdunwind,来源频率聚合后的拥挤反转，刻画拥挤交易回撤风险。,基于 5min→目标频率 的聚合列计算 crowd_unwind 特征（见桥接定义）。,5min->30min crowding unwind,True,price_volume
bridge_5min_hilo_spread,30min,Price-Volume / Non-Fundamental Packages,bridge,bridge,跨频桥接·5min→目标频率·hilospread,来源频率聚合后的高低价差，反映区间波动强度。,基于 5min→目标频率 的聚合列计算 hilo_spread 特征（见桥接定义）。,5min->30min high-low spread,True,price_volume
bridge_5min_liq_pressure,30min,Price-Volume / Non-Fundamental Packages,bridge,bridge,跨频桥接·5min→目标频率·流动性压力,来源频率聚合后的流动性压力指标。,基于 5min→目标频率 的聚合列计算 liq_pressure 特征（见桥接定义）。,5min->30min liquidity pressure,True,price_volume
bridge_5min_liq_pulse,30min,Price-Volume / Non-Fundamental Packages,bridge,bridge,跨频桥接·5min→目标频率·流动性pulse,来源频率聚合后的流动性脉冲，衡量成交突发程度。,基于 5min→目标频率 的聚合列计算 liq_pulse 特征（见桥接定义）。,5min->30min liquidity pulse,True,price_volume
bridge_5min_liq_trend_sync,30min,Price-Volume / Non-Fundamental Packages,bridge,bridge,跨频桥接·5min→目标频率·流动性趋势同步,来源频率聚合后的流动性与趋势同步性。,基于 5min→目标频率 的聚合列计算 liq_trend_sync 特征（见桥接定义）。,5min->30min liquidity-trend sync,True,price_volume
bridge_5min_micro_shift,30min,Price-Volume / Non-Fundamental Packages,bridge,bridge,跨频桥接·5min→目标频率·微观shift,来源频率聚合后的微观状态切换强度。,基于 5min→目标频率 的聚合列计算 micro_shift 特征（见桥接定义）。,5min->30min micro regime shift,True,price_volume
bridge_5min_noise,30min,Price-Volume / Non-Fundamental Packages,bridge,bridge,跨频桥接·5min→目标频率·噪声,来源频率聚合后的收益噪声信号比，刻画短周期噪声占比。,基于 5min→目标频率 的聚合列计算 noise 特征（见桥接定义）。,5min->30min noise-to-signal,True,price_volume
bridge_5min_ret3_std,30min,Price-Volume / Non-Fundamental Packages,bridge,bridge,跨频桥接·5min→目标频率·ret3std,来源频率聚合后的中短收益波动强度。,基于 5min→目标频率 的聚合列计算 ret3_std 特征（见桥接定义）。,5min->30min ret3 std,True,price_volume
bridge_5min_trend_carry,30min,Price-Volume / Non-Fundamental Packages,bridge,bridge,跨频桥接·5min→目标频率·趋势延续,来源频率聚合后的趋势延续度，衡量趋势是否延续。,基于 5min→目标频率 的聚合列计算 trend_carry 特征（见桥接定义）。,5min->30min trend carry,True,price_volume
bridge_5min_vol_comp,30min,Price-Volume / Non-Fundamental Packages,bridge,bridge,跨频桥接·5min→目标频率·成交量comp,来源频率聚合后的波动压缩，刻画波动收敛状态。,基于 5min→目标频率 的聚合列计算 vol_comp 特征（见桥接定义）。,5min->30min volatility compression,True,price_volume
g_liquidity_diff_amount_ratio_12__context_intraday_mood,30min,Price-Volume / Non-Fundamental Packages,liquidity,liquidity,量价流动性包·成交额比率12-日内情绪上下文差值,比较 成交额比率12 与 日内情绪上下文 的相对强弱，突出两者差异变化。,g_liquidity_diff_amount_ratio_12__context_intraday_mood = 列(成交额比率12) - 列(日内情绪上下文),g_liquidity diff amount_ratio_12-context_intraday_mood,True,price_volume
g_liquidity_diff_amount_ratio_12__context_liquidity_20d,30min,Price-Volume / Non-Fundamental Packages,liquidity,liquidity,量价流动性包·成交额比率12-20日流动性上下文差值,比较 成交额比率12 与 20日流动性上下文 的相对强弱，突出两者差异变化。,g_liquidity_diff_amount_ratio_12__context_liquidity_20d = 列(成交额比率12) - 列(20日流动性上下文),g_liquidity diff amount_ratio_12-context_liquidity_20d,True,price_volume
g_liquidity_diff_amount_ratio_12__context_trend_20d,30min,Price-Volume / Non-Fundamental Packages,liquidity,liquidity,量价流动性包·成交额比率12-20日趋势上下文差值,比较 成交额比率12 与 20日趋势上下文 的相对强弱，突出两者差异变化。,g_liquidity_diff_amount_ratio_12__context_trend_20d = 列(成交额比率12) - 列(20日趋势上下文),g_liquidity diff amount_ratio_12-context_trend_20d,True,price_volume
g_liquidity_diff_amount_ratio_12__crowding_proxy_raw,30min,Price-Volume / Non-Fundamental Packages,liquidity,liquidity,量价流动性包·成交额比率12-拥挤度原始代理差值,比较 成交额比率12 与 拥挤度原始代理 的相对强弱，突出两者差异变化。,g_liquidity_diff_amount_ratio_12__crowding_proxy_raw = 列(成交额比率12) - 列(拥挤度原始代理),g_liquidity diff amount_ratio_12-crowding_proxy_raw,True,price_volume
g_liquidity_diff_amount_ratio_12__vol_chg_1,30min,Price-Volume / Non-Fundamental Packages,liquidity,liquidity,量价流动性包·成交额比率12-成交量变化1差值,比较 成交额比率12 与 成交量变化1 的相对强弱，突出两者差异变化。,g_liquidity_diff_amount_ratio_12__vol_chg_1 = 列(成交额比率12) - 列(成交量变化1),g_liquidity diff amount_ratio_12-vol_chg_1,True,price_volume
g_liquidity_diff_context_intraday_mood__context_trend_20d,30min,Price-Volume / Non-Fundamental Packages,liquidity,liquidity,量价流动性包·日内情绪上下文-20日趋势上下文差值,比较 日内情绪上下文 与 20日趋势上下文 的相对强弱，突出两者差异变化。,g_liquidity_diff_context_intraday_mood__context_trend_20d = 列(日内情绪上下文) - 列(20日趋势上下文),g_liquidity diff context_intraday_mood-context_trend_20d,True,price_volume
g_liquidity_diff_context_liquidity_20d__context_intraday_mood,30min,Price-Volume / Non-Fundamental Packages,liquidity,liquidity,量价流动性包·20日流动性上下文-日内情绪上下文差值,比较 20日流动性上下文 与 日内情绪上下文 的相对强弱，突出两者差异变化。,g_liquidity_diff_context_liquidity_20d__context_intraday_mood = 列(20日流动性上下文) - 列(日内情绪上下文),g_liquidity diff context_liquidity_20d-context_intraday_mood,True,price_volume
g_liquidity_diff_context_liquidity_20d__context_trend_20d,30min,Price-Volume / Non-Fundamental Packages,liquidity,liquidity,量价流动性包·20日流动性上下文-20日趋势上下文差值,比较 20日流动性上下文 与 20日趋势上下文 的相对强弱，突出两者差异变化。,g_liquidity_diff_context_liquidity_20d__context_trend_20d = 列(20日流动性上下文) - 列(20日趋势上下文),g_liquidity diff context_liquidity_20d-context_trend_20d,True,price_volume
g_liquidity_diff_crowding_proxy_raw__context_intraday_mood,30min,Price-Volume / Non-Fundamental Packages,liquidity,liquidity,量价流动性包·拥挤度原始代理-日内情绪上下文差值,比较 拥挤度原始代理 与 日内情绪上下文 的相对强弱，突出两者差异变化。,g_liquidity_diff_crowding_proxy_raw__context_intraday_mood = 列(拥挤度原始代理) - 列(日内情绪上下文),g_liquidity diff crowding_proxy_raw-context_intraday_mood,True,price_volume
g_liquidity_diff_crowding_proxy_raw__context_liquidity_20d,30min,Price-Volume / Non-Fundamental Packages,liquidity,liquidity,量价流动性包·拥挤度原始代理-20日流动性上下文差值,比较 拥挤度原始代理 与 20日流动性上下文 的相对强弱，突出两者差异变化。,g_liquidity_diff_crowding_proxy_raw__context_liquidity_20d = 列(拥挤度原始代理) - 列(20日流动性上下文),g_liquidity diff crowding_proxy_raw-context_liquidity_20d,True,price_volume
g_liquidity_diff_crowding_proxy_raw__context_trend_20d,30min,Price-Volume / Non-Fundamental Packages,liquidity,liquidity,量价流动性包·拥挤度原始代理-20日趋势上下文差值,比较 拥挤度原始代理 与 20日趋势上下文 的相对强弱，突出两者差异变化。,g_liquidity_diff_crowding_proxy_raw__context_trend_20d = 列(拥挤度原始代理) - 列(20日趋势上下文),g_liquidity diff crowding_proxy_raw-context_trend_20d,True,price_volume
g_liquidity_diff_vol_chg_1__context_intraday_mood,30min,Price-Volume / Non-Fundamental Packages,liquidity,liquidity,量价流动性包·成交量变化1-日内情绪上下文差值,比较 成交量变化1 与 日内情绪上下文 的相对强弱，突出两者差异变化。,g_liquidity_diff_vol_chg_1__context_intraday_mood = 列(成交量变化1) - 列(日内情绪上下文),g_liquidity diff vol_chg_1-context_intraday_mood,True,price_volume
g_liquidity_diff_vol_chg_1__context_liquidity_20d,30min,Price-Volume / Non-Fundamental Packages,liquidity,liquidity,量价流动性包·成交量变化1-20日流动性上下文差值,比较 成交量变化1 与 20日流动性上下文 的相对强弱，突出两者差异变化。,g_liquidity_diff_vol_chg_1__context_liquidity_20d = 列(成交量变化1) - 列(20日流动性上下文),g_liquidity diff vol_chg_1-context_liquidity_20d,True,price_volume
g_liquidity_diff_vol_chg_1__context_trend_20d,30min,Price-Volume / Non-Fundamental Packages,liquidity,liquidity,量价流动性包·成交量变化1-20日趋势上下文差值,比较 成交量变化1 与 20日趋势上下文 的相对强弱，突出两者差异变化。,g_liquidity_diff_vol_chg_1__context_trend_20d = 列(成交量变化1) - 列(20日趋势上下文),g_liquidity diff vol_chg_1-context_trend_20d,True,price_volume
g_liquidity_diff_vol_chg_1__crowding_proxy_raw,30min,Price-Volume / Non-Fundamental Packages,liquidity,liquidity,量价流动性包·成交量变化1-拥挤度原始代理差值,比较 成交量变化1 与 拥挤度原始代理 的相对强弱，突出两者差异变化。,g_liquidity_diff_vol_chg_1__crowding_proxy_raw = 列(成交量变化1) - 列(拥挤度原始代理),g_liquidity diff vol_chg_1-crowding_proxy_raw,True,price_volume
g_liquidity_lvl_amount_ratio_12,30min,Price-Volume / Non-Fundamental Packages,liquidity,liquidity,量价流动性包·成交额比率12原值,直接使用 成交额比率12 作为 量价流动性包 信号，反映该基础指标的绝对水平。,g_liquidity_lvl_amount_ratio_12 = 列(成交额比率12),g_liquidity level amount_ratio_12,True,price_volume
g_liquidity_lvl_context_intraday_mood,30min,Price-Volume / Non-Fundamental Packages,liquidity,liquidity,量价流动性包·日内情绪上下文原值,直接使用 日内情绪上下文 作为 量价流动性包 信号，反映该基础指标的绝对水平。,g_liquidity_lvl_context_intraday_mood = 列(日内情绪上下文),g_liquidity level context_intraday_mood,True,price_volume
g_liquidity_lvl_context_liquidity_20d,30min,Price-Volume / Non-Fundamental Packages,liquidity,liquidity,量价流动性包·20日流动性上下文原值,直接使用 20日流动性上下文 作为 量价流动性包 信号，反映该基础指标的绝对水平。,g_liquidity_lvl_context_liquidity_20d = 列(20日流动性上下文),g_liquidity level context_liquidity_20d,True,price_volume
g_liquidity_lvl_context_quality_20d,30min,Price-Volume / Non-Fundamental Packages,liquidity,liquidity,量价流动性包·20日质量上下文原值,直接使用 20日质量上下文 作为 量价流动性包 信号，反映该基础指标的绝对水平。,g_liquidity_lvl_context_quality_20d = 列(20日质量上下文),g_liquidity level context_quality_20d,True,price_volume
g_liquidity_lvl_context_trend_20d,30min,Price-Volume / Non-Fundamental Packages,liquidity,liquidity,量价流动性包·20日趋势上下文原值,直接使用 20日趋势上下文 作为 量价流动性包 信号，反映该基础指标的绝对水平。,g_liquidity_lvl_context_trend_20d = 列(20日趋势上下文),g_liquidity level context_trend_20d,True,price_volume
g_liquidity_lvl_crowding_proxy_raw,30min,Price-Volume / Non-Fundamental Packages,liquidity,liquidity,量价流动性包·拥挤度原始代理原值,直接使用 拥挤度原始代理 作为 量价流动性包 信号，反映该基础指标的绝对水平。,g_liquidity_lvl_crowding_proxy_raw = 列(拥挤度原始代理),g_liquidity level crowding_proxy_raw,True,price_volume
g_liquidity_lvl_vol_chg_1,30min,Price-Volume / Non-Fundamental Packages,liquidity,liquidity,量价流动性包·成交量变化1原值,直接使用 成交量变化1 作为 量价流动性包 信号，反映该基础指标的绝对水平。,g_liquidity_lvl_vol_chg_1 = 列(成交量变化1),g_liquidity level vol_chg_1,True,price_volume
g_liquidity_neg_amount_ratio_12,30min,Price-Volume / Non-Fundamental Packages,liquidity,liquidity,量价流动性包·成交额比率12反向,对 成交额比率12 取负，构造方向相反的因子暴露。,g_liquidity_neg_amount_ratio_12 = -列(成交额比率12),g_liquidity negative amount_ratio_12,True,price_volume
g_liquidity_neg_context_intraday_mood,30min,Price-Volume / Non-Fundamental Packages,liquidity,liquidity,量价流动性包·日内情绪上下文反向,对 日内情绪上下文 取负，构造方向相反的因子暴露。,g_liquidity_neg_context_intraday_mood = -列(日内情绪上下文),g_liquidity negative context_intraday_mood,True,price_volume
g_liquidity_neg_context_liquidity_20d,30min,Price-Volume / Non-Fundamental Packages,liquidity,liquidity,量价流动性包·20日流动性上下文反向,对 20日流动性上下文 取负，构造方向相反的因子暴露。,g_liquidity_neg_context_liquidity_20d = -列(20日流动性上下文),g_liquidity negative context_liquidity_20d,True,price_volume
g_liquidity_neg_context_quality_20d,30min,Price-Volume / Non-Fundamental Packages,liquidity,liquidity,量价流动性包·20日质量上下文反向,对 20日质量上下文 取负，构造方向相反的因子暴露。,g_liquidity_neg_context_quality_20d = -列(20日质量上下文),g_liquidity negative context_quality_20d,True,price_volume
g_liquidity_neg_context_trend_20d,30min,Price-Volume / Non-Fundamental Packages,liquidity,liquidity,量价流动性包·20日趋势上下文反向,对 20日趋势上下文 取负，构造方向相反的因子暴露。,g_liquidity_neg_context_trend_20d = -列(20日趋势上下文),g_liquidity negative context_trend_20d,True,price_volume
g_liquidity_neg_crowding_proxy_raw,30min,Price-Volume / Non-Fundamental Packages,liquidity,liquidity,量价流动性包·拥挤度原始代理反向,对 拥挤度原始代理 取负，构造方向相反的因子暴露。,g_liquidity_neg_crowding_proxy_raw = -列(拥挤度原始代理),g_liquidity negative crowding_proxy_raw,True,price_volume
g_liquidity_neg_vol_chg_1,30min,Price-Volume / Non-Fundamental Packages,liquidity,liquidity,量价流动性包·成交量变化1反向,对 成交量变化1 取负，构造方向相反的因子暴露。,g_liquidity_neg_vol_chg_1 = -列(成交量变化1),g_liquidity negative vol_chg_1,True,price_volume
g_liquidity_ratio_amount_ratio_12__context_intraday_mood,30min,Price-Volume / Non-Fundamental Packages,liquidity,liquidity,量价流动性包·成交额比率12/日内情绪上下文比值,衡量 成交额比率12 相对 日内情绪上下文 的比例关系，体现结构性偏离。,g_liquidity_ratio_amount_ratio_12__context_intraday_mood = 列(成交额比率12) / (|列(日内情绪上下文)| + EPS),g_liquidity ratio amount_ratio_12/context_intraday_mood,True,price_volume
g_liquidity_ratio_amount_ratio_12__context_liquidity_20d,30min,Price-Volume / Non-Fundamental Packages,liquidity,liquidity,量价流动性包·成交额比率12/20日流动性上下文比值,衡量 成交额比率12 相对 20日流动性上下文 的比例关系，体现结构性偏离。,g_liquidity_ratio_amount_ratio_12__context_liquidity_20d = 列(成交额比率12) / (|列(20日流动性上下文)| + EPS),g_liquidity ratio amount_ratio_12/context_liquidity_20d,True,price_volume
g_liquidity_ratio_amount_ratio_12__context_trend_20d,30min,Price-Volume / Non-Fundamental Packages,liquidity,liquidity,量价流动性包·成交额比率12/20日趋势上下文比值,衡量 成交额比率12 相对 20日趋势上下文 的比例关系，体现结构性偏离。,g_liquidity_ratio_amount_ratio_12__context_trend_20d = 列(成交额比率12) / (|列(20日趋势上下文)| + EPS),g_liquidity ratio amount_ratio_12/context_trend_20d,True,price_volume
g_liquidity_ratio_amount_ratio_12__crowding_proxy_raw,30min,Price-Volume / Non-Fundamental Packages,liquidity,liquidity,量价流动性包·成交额比率12/拥挤度原始代理比值,衡量 成交额比率12 相对 拥挤度原始代理 的比例关系，体现结构性偏离。,g_liquidity_ratio_amount_ratio_12__crowding_proxy_raw = 列(成交额比率12) / (|列(拥挤度原始代理)| + EPS),g_liquidity ratio amount_ratio_12/crowding_proxy_raw,True,price_volume
g_liquidity_ratio_amount_ratio_12__vol_chg_1,30min,Price-Volume / Non-Fundamental Packages,liquidity,liquidity,量价流动性包·成交额比率12/成交量变化1比值,衡量 成交额比率12 相对 成交量变化1 的比例关系，体现结构性偏离。,g_liquidity_ratio_amount_ratio_12__vol_chg_1 = 列(成交额比率12) / (|列(成交量变化1)| + EPS),g_liquidity ratio amount_ratio_12/vol_chg_1,True,price_volume
g_liquidity_ratio_context_intraday_mood__context_trend_20d,30min,Price-Volume / Non-Fundamental Packages,liquidity,liquidity,量价流动性包·日内情绪上下文/20日趋势上下文比值,衡量 日内情绪上下文 相对 20日趋势上下文 的比例关系，体现结构性偏离。,g_liquidity_ratio_context_intraday_mood__context_trend_20d = 列(日内情绪上下文) / (|列(20日趋势上下文)| + EPS),g_liquidity ratio context_intraday_mood/context_trend_20d,True,price_volume
g_liquidity_ratio_context_liquidity_20d__context_intraday_mood,30min,Price-Volume / Non-Fundamental Packages,liquidity,liquidity,量价流动性包·20日流动性上下文/日内情绪上下文比值,衡量 20日流动性上下文 相对 日内情绪上下文 的比例关系，体现结构性偏离。,g_liquidity_ratio_context_liquidity_20d__context_intraday_mood = 列(20日流动性上下文) / (|列(日内情绪上下文)| + EPS),g_liquidity ratio context_liquidity_20d/context_intraday_mood,True,price_volume
g_liquidity_ratio_context_liquidity_20d__context_trend_20d,30min,Price-Volume / Non-Fundamental Packages,liquidity,liquidity,量价流动性包·20日流动性上下文/20日趋势上下文比值,衡量 20日流动性上下文 相对 20日趋势上下文 的比例关系，体现结构性偏离。,g_liquidity_ratio_context_liquidity_20d__context_trend_20d = 列(20日流动性上下文) / (|列(20日趋势上下文)| + EPS),g_liquidity ratio context_liquidity_20d/context_trend_20d,True,price_volume
g_liquidity_ratio_crowding_proxy_raw__context_intraday_mood,30min,Price-Volume / Non-Fundamental Packages,liquidity,liquidity,量价流动性包·拥挤度原始代理/日内情绪上下文比值,衡量 拥挤度原始代理 相对 日内情绪上下文 的比例关系，体现结构性偏离。,g_liquidity_ratio_crowding_proxy_raw__context_intraday_mood = 列(拥挤度原始代理) / (|列(日内情绪上下文)| + EPS),g_liquidity ratio crowding_proxy_raw/context_intraday_mood,True,price_volume
g_liquidity_ratio_crowding_proxy_raw__context_liquidity_20d,30min,Price-Volume / Non-Fundamental Packages,liquidity,liquidity,量价流动性包·拥挤度原始代理/20日流动性上下文比值,衡量 拥挤度原始代理 相对 20日流动性上下文 的比例关系，体现结构性偏离。,g_liquidity_ratio_crowding_proxy_raw__context_liquidity_20d = 列(拥挤度原始代理) / (|列(20日流动性上下文)| + EPS),g_liquidity ratio crowding_proxy_raw/context_liquidity_20d,True,price_volume
g_liquidity_ratio_crowding_proxy_raw__context_trend_20d,30min,Price-Volume / Non-Fundamental Packages,liquidity,liquidity,量价流动性包·拥挤度原始代理/20日趋势上下文比值,衡量 拥挤度原始代理 相对 20日趋势上下文 的比例关系，体现结构性偏离。,g_liquidity_ratio_crowding_proxy_raw__context_trend_20d = 列(拥挤度原始代理) / (|列(20日趋势上下文)| + EPS),g_liquidity ratio crowding_proxy_raw/context_trend_20d,True,price_volume
g_liquidity_ratio_vol_chg_1__context_intraday_mood,30min,Price-Volume / Non-Fundamental Packages,liquidity,liquidity,量价流动性包·成交量变化1/日内情绪上下文比值,衡量 成交量变化1 相对 日内情绪上下文 的比例关系，体现结构性偏离。,g_liquidity_ratio_vol_chg_1__context_intraday_mood = 列(成交量变化1) / (|列(日内情绪上下文)| + EPS),g_liquidity ratio vol_chg_1/context_intraday_mood,True,price_volume
g_liquidity_ratio_vol_chg_1__context_liquidity_20d,30min,Price-Volume / Non-Fundamental Packages,liquidity,liquidity,量价流动性包·成交量变化1/20日流动性上下文比值,衡量 成交量变化1 相对 20日流动性上下文 的比例关系，体现结构性偏离。,g_liquidity_ratio_vol_chg_1__context_liquidity_20d = 列(成交量变化1) / (|列(20日流动性上下文)| + EPS),g_liquidity ratio vol_chg_1/context_liquidity_20d,True,price_volume
g_liquidity_ratio_vol_chg_1__context_trend_20d,30min,Price-Volume / Non-Fundamental Packages,liquidity,liquidity,量价流动性包·成交量变化1/20日趋势上下文比值,衡量 成交量变化1 相对 20日趋势上下文 的比例关系，体现结构性偏离。,g_liquidity_ratio_vol_chg_1__context_trend_20d = 列(成交量变化1) / (|列(20日趋势上下文)| + EPS),g_liquidity ratio vol_chg_1/context_trend_20d,True,price_volume
g_liquidity_ratio_vol_chg_1__crowding_proxy_raw,30min,Price-Volume / Non-Fundamental Packages,liquidity,liquidity,量价流动性包·成交量变化1/拥挤度原始代理比值,衡量 成交量变化1 相对 拥挤度原始代理 的比例关系，体现结构性偏离。,g_liquidity_ratio_vol_chg_1__crowding_proxy_raw = 列(成交量变化1) / (|列(拥挤度原始代理)| + EPS),g_liquidity ratio vol_chg_1/crowding_proxy_raw,True,price_volume
g_liquidity_rel_amount_ratio_12_to_vol_chg_1,30min,Price-Volume / Non-Fundamental Packages,liquidity,liquidity,量价流动性包·成交额比率12相对成交量变化1,衡量 成交额比率12 相对锚点 成交量变化1 的偏离程度，反映相对强弱。,g_liquidity_rel_amount_ratio_12_to_vol_chg_1 = (列(成交额比率12) - 列(成交量变化1)) / (|列(成交量变化1)| + EPS),g_liquidity rel amount_ratio_12 to vol_chg_1,True,price_volume
g_liquidity_rel_context_intraday_mood_to_amount_ratio_12,30min,Price-Volume / Non-Fundamental Packages,liquidity,liquidity,量价流动性包·日内情绪上下文相对成交额比率12,衡量 日内情绪上下文 相对锚点 成交额比率12 的偏离程度，反映相对强弱。,g_liquidity_rel_context_intraday_mood_to_amount_ratio_12 = (列(日内情绪上下文) - 列(成交额比率12)) / (|列(成交额比率12)| + EPS),g_liquidity rel context_intraday_mood to amount_ratio_12,True,price_volume
g_liquidity_rel_context_intraday_mood_to_vol_chg_1,30min,Price-Volume / Non-Fundamental Packages,liquidity,liquidity,量价流动性包·日内情绪上下文相对成交量变化1,衡量 日内情绪上下文 相对锚点 成交量变化1 的偏离程度，反映相对强弱。,g_liquidity_rel_context_intraday_mood_to_vol_chg_1 = (列(日内情绪上下文) - 列(成交量变化1)) / (|列(成交量变化1)| + EPS),g_liquidity rel context_intraday_mood to vol_chg_1,True,price_volume
g_liquidity_rel_context_liquidity_20d_to_amount_ratio_12,30min,Price-Volume / Non-Fundamental Packages,liquidity,liquidity,量价流动性包·20日流动性上下文相对成交额比率12,衡量 20日流动性上下文 相对锚点 成交额比率12 的偏离程度，反映相对强弱。,g_liquidity_rel_context_liquidity_20d_to_amount_ratio_12 = (列(20日流动性上下文) - 列(成交额比率12)) / (|列(成交额比率12)| + EPS),g_liquidity rel context_liquidity_20d to amount_ratio_12,True,price_volume
g_liquidity_rel_context_liquidity_20d_to_vol_chg_1,30min,Price-Volume / Non-Fundamental Packages,liquidity,liquidity,量价流动性包·20日流动性上下文相对成交量变化1,衡量 20日流动性上下文 相对锚点 成交量变化1 的偏离程度，反映相对强弱。,g_liquidity_rel_context_liquidity_20d_to_vol_chg_1 = (列(20日流动性上下文) - 列(成交量变化1)) / (|列(成交量变化1)| + EPS),g_liquidity rel context_liquidity_20d to vol_chg_1,True,price_volume
g_liquidity_rel_context_quality_20d_to_amount_ratio_12,30min,Price-Volume / Non-Fundamental Packages,liquidity,liquidity,量价流动性包·20日质量上下文相对成交额比率12,衡量 20日质量上下文 相对锚点 成交额比率12 的偏离程度，反映相对强弱。,g_liquidity_rel_context_quality_20d_to_amount_ratio_12 = (列(20日质量上下文) - 列(成交额比率12)) / (|列(成交额比率12)| + EPS),g_liquidity rel context_quality_20d to amount_ratio_12,True,price_volume
